transcript_id,sprot_Top_BLASTX_hit,RNAMMER,prot_id,prot_coords,sprot_Top_BLASTP_hit,Pfam,SignalP,TmHMM,eggnog,Kegg,gene_ontology_blast,gene_ontology_pfam
NODE_16214_length_1312_cov_1.45982_g11421_i0,"BRAT_DROME^BRAT_DROME^Q:355-1116,H:770-1020^31.373%ID^E:5.79e-35^RecName: Full=Brain tumor protein;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora",.,NODE_16214_length_1312_cov_1.45982_g11421_i0.p1,1-1161[+],"BRAT_DROME^BRAT_DROME^Q:119-372,H:770-1020^31.373%ID^E:2.6e-40^RecName: Full=Brain tumor protein;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora",PF01436.21^NHL^NHL repeat^129-156^E:0.00014`PF01436.21^NHL^NHL repeat^308-332^E:0.00023,.,.,ENOG410XQJ4^posttranscriptional regulation of gene expression,KEGG:dme:Dmel_CG10719`KO:K11997,GO:0045179^cellular_component^apical cortex`GO:0045180^cellular_component^basal cortex`GO:0099738^cellular_component^cell cortex region`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0043025^cellular_component^neuronal cell body`GO:0003730^molecular_function^mRNA 3'-UTR binding`GO:0045182^molecular_function^translation regulator activity`GO:0030371^molecular_function^translation repressor activity`GO:0061630^molecular_function^ubiquitin protein ligase activity`GO:0008270^molecular_function^zinc ion binding`GO:0008356^biological_process^asymmetric cell division`GO:0055060^biological_process^asymmetric neuroblast division resulting in ganglion mother cell formation`GO:0007411^biological_process^axon guidance`GO:0007420^biological_process^brain development`GO:0007402^biological_process^ganglion mother cell fate determination`GO:0008285^biological_process^negative regulation of cell population proliferation`GO:0010629^biological_process^negative regulation of gene expression`GO:0007406^biological_process^negative regulation of neuroblast proliferation`GO:0017148^biological_process^negative regulation of translation`GO:0014019^biological_process^neuroblast development`GO:0014016^biological_process^neuroblast differentiation`GO:0007400^biological_process^neuroblast fate determination`GO:0007405^biological_process^neuroblast proliferation`GO:0030182^biological_process^neuron differentiation`GO:0048477^biological_process^oogenesis`GO:0043161^biological_process^proteasome-mediated ubiquitin-dependent protein catabolic process`GO:0000209^biological_process^protein polyubiquitination`GO:1902692^biological_process^regulation of neuroblast proliferation`GO:0050767^biological_process^regulation of neurogenesis`GO:0008582^biological_process^regulation of synaptic growth at neuromuscular junction`GO:1900242^biological_process^regulation of synaptic vesicle endocytosis`GO:0006417^biological_process^regulation of translation`GO:0009303^biological_process^rRNA transcription`GO:0035282^biological_process^segmentation`GO:0007419^biological_process^ventral cord development,GO:0005515^molecular_function^protein binding
NODE_16235_length_1310_cov_5.32749_g11437_i0,.,.,NODE_16235_length_1310_cov_5.32749_g11437_i0.p1,486-863[+],.,.,.,.,.,.,.,.
NODE_16236_length_1309_cov_835.988_g11438_i0,"FP1_MYTCO^FP1_MYTCO^Q:630-1205,H:515-745^19.313%ID^E:3.8e-07^RecName: Full=Adhesive plaque matrix protein;^Eukaryota; Metazoa; Lophotrochozoa; Mollusca; Bivalvia; Pteriomorphia; Mytiloida; Mytiloidea; Mytilidae; Mytilinae; Mytilus",.,NODE_16236_length_1309_cov_835.988_g11438_i0.p1,562-1254[-],.,.,sigP:1^20^0.847^YES,.,.,.,.,.
NODE_16237_length_1309_cov_794.128_g806_i23,.,.,.,.,.,.,.,.,.,.,.,.
NODE_16343_length_1300_cov_3.71325_g11522_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_16346_length_1299_cov_1936.97_g783_i2,.,.,NODE_16346_length_1299_cov_1936.97_g783_i2.p1,125-1111[-],"KCP_XENLA^KCP_XENLA^Q:11-271,H:1204-1530^23.343%ID^E:6.39e-06^RecName: Full=Kielin/chordin-like protein;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus",.,.,.,.,KEGG:xla:378806,GO:0005576^cellular_component^extracellular region,.
NODE_1638_length_4260_cov_111.124_g1142_i0,.,.,NODE_1638_length_4260_cov_111.124_g1142_i0.p1,1206-3140[+],.,.,.,.,.,.,.,.
NODE_16516_length_1285_cov_3.55528_g11657_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_1652_length_4244_cov_236.236_g806_i1,"CFDP2_TRAJA^CFDP2_TRAJA^Q:2614-1640,H:171-492^42.073%ID^E:3.17e-71^RecName: Full=Craniofacial development protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Tragulina; Tragulidae; Tragulus",.,NODE_1652_length_4244_cov_236.236_g806_i1.p2,131-652[-],"POLR_DROME^POLR_DROME^Q:2-173,H:476-657^26.63%ID^E:1.01e-12^RecName: Full=Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora",PF00078.27^RVT_1^Reverse transcriptase (RNA-dependent DNA polymerase)^2-173^E:8.3e-31,.,.,.,.,GO:0004190^molecular_function^aspartic-type endopeptidase activity`GO:0004519^molecular_function^endonuclease activity`GO:0046872^molecular_function^metal ion binding`GO:0003676^molecular_function^nucleic acid binding`GO:0003964^molecular_function^RNA-directed DNA polymerase activity,.
NODE_16543_length_1282_cov_5.9837_g11681_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_16544_length_1282_cov_4.24776_g11682_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_16594_length_1277_cov_14.6964_g11721_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_16656_length_1271_cov_22.889_g11771_i0,"GGH_RAT^GGH_RAT^Q:51-986,H:12-316^38.141%ID^E:8.37e-69^RecName: Full=Gamma-glutamyl hydrolase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus",.,NODE_16656_length_1271_cov_22.889_g11771_i0.p1,45-992[+],"GGH_RAT^GGH_RAT^Q:3-314,H:12-316^38.141%ID^E:2.78e-70^RecName: Full=Gamma-glutamyl hydrolase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus",PF07722.13^Peptidase_C26^Peptidase C26^25-241^E:8.8e-19`PF00117.28^GATase^Glutamine amidotransferase class-I^66-242^E:5.3e-10,sigP:1^18^0.782^YES,.,ENOG410XQKI^Gamma-glutamyl hydrolase,KEGG:rno:25455`KO:K01307,GO:0005829^cellular_component^cytosol`GO:0005615^cellular_component^extracellular space`GO:0005764^cellular_component^lysosome`GO:0042470^cellular_component^melanosome`GO:0005773^cellular_component^vacuole`GO:0034722^molecular_function^gamma-glutamyl-peptidase activity`GO:0042493^biological_process^response to drug`GO:0045471^biological_process^response to ethanol`GO:0032868^biological_process^response to insulin`GO:0010043^biological_process^response to zinc ion`GO:0046900^biological_process^tetrahydrofolylpolyglutamate metabolic process,GO:0016787^molecular_function^hydrolase activity
NODE_1677_length_4227_cov_210.85_g1170_i0,"RS23_SPOFR^RS23_SPOFR^Q:3774-4202,H:1-143^95.804%ID^E:1.17e-86^RecName: Full=40S ribosomal protein S23;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Noctuidae; Amphipyrinae; Spodoptera",.,NODE_1677_length_4227_cov_210.85_g1170_i0.p2,3774-4205[+],"RS23_SPOFR^RS23_SPOFR^Q:1-143,H:1-143^95.804%ID^E:2.96e-98^RecName: Full=40S ribosomal protein S23;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Noctuidae; Amphipyrinae; Spodoptera",PF00164.25^Ribosom_S12_S23^Ribosomal protein S12/S23^30-142^E:6.4e-52,.,.,.,.,GO:0022627^cellular_component^cytosolic small ribosomal subunit`GO:0042788^cellular_component^polysomal ribosome`GO:0005791^cellular_component^rough endoplasmic reticulum`GO:0003735^molecular_function^structural constituent of ribosome`GO:0002181^biological_process^cytoplasmic translation,GO:0003735^molecular_function^structural constituent of ribosome`GO:0006412^biological_process^translation`GO:0005840^cellular_component^ribosome
NODE_1687_length_4222_cov_90.3163_g922_i2,"YCR2_BACTK^YCR2_BACTK^Q:3625-4173,H:68-242^27.869%ID^E:3.29e-15^RecName: Full=Uncharacterized 29.1 kDa protein in cryB1 5'region;^Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group`YCR2_BACTK^YCR2_BACTK^Q:3694-4218,H:76-242^28%ID^E:7.6e-15^RecName: Full=Uncharacterized 29.1 kDa protein in cryB1 5'region;^Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group`YCR2_BACTK^YCR2_BACTK^Q:3640-4218,H:7-220^23.832%ID^E:1.54e-14^RecName: Full=Uncharacterized 29.1 kDa protein in cryB1 5'region;^Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group",.,.,.,.,.,.,.,.,.,.,.
NODE_16881_length_1251_cov_6.51338_g11947_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_16924_length_1248_cov_4.92121_g11980_i0,.,.,NODE_16924_length_1248_cov_4.92121_g11980_i0.p1,179-1228[+],.,.,.,ExpAA=22.47^PredHel=1^Topology=i50-72o,.,.,.,.
